chunk_id,source_key,label,char_count,preview
c640129732cb97f0,ecfr_42_part_8,8.2 § 8.2 Definitions.,1200," use disorders and, as a result, is authorized to practice within an OTP. Program sponsor means the person named in the application for certification described in § 8.11(b) as responsible for the oper"
c5efcc90da7dcfef,ecfr_42_part_8,8.2 § 8.2 Definitions.,1200,very and wellness contributing to an improved quality of life. The services extend the continuum of care by strengthening and complementing substance use disorder (SUD) treatment interventions in diff
781c2230a8f61798,ecfr_42_part_8,8.2 § 8.2 Definitions.,876,"rning the treatment of OUD with MOUD in OTPs. Telehealth or telemedicine, for purposes of this part, is the delivery and facilitation of health and health-related services including medical care, coun"
8fc897cb0cb5907b,ecfr_42_part_8,8.3 § 8.3 Application for approval as an Accreditation Body.,1200,"§ 8.3 Application for approval as an Accreditation Body. (a) Eligibility. Private nonprofit organizations, State or territorial governmental entities, or political subdivisions thereof, and Indian Tri"
fda777c3f8d84c13,ecfr_42_part_8,8.3 § 8.3 Application for approval as an Accreditation Body.,1200," will notify the applicant of the relevant information, materials, and supporting documentation required under paragraph (b) of this section that the applicant shall submit as part of the renewal proc"
e155a2b76dc21261,ecfr_42_part_8,8.3 § 8.3 Application for approval as an Accreditation Body.,1200,"et the requirements set forth in this subpart, the Secretary will notify the applicant of the deficiencies in the application and request that the applicant resolve such deficiencies within 90 days of"
23c2751b4085fa0b,ecfr_42_part_8,8.3 § 8.3 Application for approval as an Accreditation Body.,1200,"oval before expiration of the Body's term of approval shall submit a letter of such intent to the Secretary, at the address in paragraph (b) of this section, at least 9 months before relinquishing suc"
d36f0be34e0ae4c3,ecfr_42_part_8,8.3 § 8.3 Application for approval as an Accreditation Body.,482," and Indian Tribe entities, including political subdivisions thereof, may establish organizational units that may act as Accreditation Bodies, provided such units meet the requirements of this section"
0acb2aac6cf2020b,ecfr_42_part_8,8.4 § 8.4 Accreditation Body responsibilities.,1200,"§ 8.4 Accreditation Body responsibilities. (a) Accreditation surveys and for cause inspections. (1) Accreditation Bodies shall conduct routine accreditation surveys for initial accreditation, and then"
b5cf2f12e28fe1ab,ecfr_42_part_8,8.4 § 8.4 Accreditation Body responsibilities.,1200," area of non-compliance, categorizes each non-compliant condition as either “minor” or “significant” as determined by the Accrediting Body, and requires the OTP to take corrective action to address th"
96ae1ed0ff2705f7,ecfr_42_part_8,8.4 § 8.4 Accreditation Body responsibilities.,1200,"ar accreditation, beginning from the end date of the current and expiring accreditation period. Minor non-compliant conditions, found at the time of the survey that are not resolved, as determined by "
ab4d3edccc4dddbe,ecfr_42_part_8,8.4 § 8.4 Accreditation Body responsibilities.,1200,"ithin the specified schedule, it shall extend the OTP's accreditation period by an additional two years. (5) In cases of severe non-compliance with the requirements of § 8.12 that pose immediate risks"
8116b3accb6faf43,ecfr_42_part_8,8.4 § 8.4 Accreditation Body responsibilities.,1200,ccreditation activities for at least 5 years from the creation of the record. Such records must contain sufficient detail to support each accreditation decision made by the Accreditation Body. (2) Acc
0847f8ed8be9b588,ecfr_42_part_8,8.4 § 8.4 Accreditation Body responsibilities.,1200,ested by the Secretary within 5 days of receipt of the request. (2) Accreditation Bodies shall submit a summary of the results of each accreditation survey to the Secretary within 90 days following th
35c7e37e15fa7503,ecfr_42_part_8,8.4 § 8.4 Accreditation Body responsibilities.,1200,. The summary shall contain sufficient detail to justify each accreditation action taken. (6) All reporting requirements listed in this section shall be provided to the Secretary at the address specif
f88d7ad17ffab923,ecfr_42_part_8,8.4 § 8.4 Accreditation Body responsibilities.,1200,"ssibility of actual conflict of interest, or the appearance of a conflict of interest, on the part of individuals who act on behalf of the Accreditation Body. Individuals who participate in accreditat"
1222cbe6d1daca6e,ecfr_42_part_8,8.4 § 8.4 Accreditation Body responsibilities.,1200,01 et seq. ); (ii) Medical issues relating to the dosing and administration of MOUD for the treatment of OUD; (iii) Psychosocial counseling of individuals receiving OUD treatment; and (iv) Organizatio
ca1eb047ecd24994,ecfr_42_part_8,8.4 § 8.4 Accreditation Body responsibilities.,318,"ncluding those factors, if any, contributing to variations in fees for different OTPs. (2) At the Secretary's request, Accreditation Bodies shall provide to the Secretary financial records or other ma"
dad74070001dbe6d,ecfr_42_part_8,8.5 § 8.5 Periodic evaluation of Accreditation Bodies.,663,§ 8.5 Periodic evaluation of Accreditation Bodies. The Secretary will periodically evaluate the performance of Accreditation Bodies primarily by inspecting a selected sample of the OTPs accredited by 
981299c03197b9b6,ecfr_42_part_8,8.6 § 8.6 Withdrawal of approval of Accreditation Bodies.,1200,"§ 8.6 Withdrawal of approval of Accreditation Bodies. If the Secretary determines that an Accreditation Body is not in substantial compliance with this subpart, the Secretary shall take appropriate ac"
5365b9cd37fe14d4,ecfr_42_part_8,8.6 § 8.6 Withdrawal of approval of Accreditation Bodies.,1200,"f the Secretary determines that the Accreditation Body has minor deficiencies in the performance of an accreditation function, that are less serious or more limited than the types of deficiencies desc"
83a6ecbffa6b8d19,ecfr_42_part_8,8.6 § 8.6 Withdrawal of approval of Accreditation Bodies.,1200,"ully implemented or is implementing the corrective action plan within the established schedule, and the corrective actions taken have substantially eliminated all identified problems. (3) If the Secre"
a03d06322a1e6cc3,ecfr_42_part_8,8.6 § 8.6 Withdrawal of approval of Accreditation Bodies.,910,"d the causes of its previous unacceptable performance, the Secretary may reinstate approval of the Accreditation Body. (3) The Secretary may request additional information or establish additional cond"
f3891dc4151c7e44,ecfr_42_part_8,8.11 § 8.11 Opioid Treatment Program certification.,1200,"§ 8.11 Opioid Treatment Program certification. (a) General. (1) An OTP must be the subject of a current, valid certification from the Secretary to be considered qualified by the Secretary under sectio"
b7c10745d07369b8,ecfr_42_part_8,8.11 § 8.11 Opioid Treatment Program certification.,1200,"tablished by the Secretary. Certification shall be granted for a term not to exceed 3 years, except that certification may be renewed during the final certification year if the OTP applies for certifi"
dd97a7557ab03995,ecfr_42_part_8,8.11 § 8.11 Opioid Treatment Program certification.,1200,"renewal, and who have been granted accreditation for 1 year by an Accreditation Body as provided under § 8.4(b), may receive a conditional certification for one year unless the Secretary determines th"
1422b34f8e820db0,ecfr_42_part_8,8.11 § 8.11 Opioid Treatment Program certification.,1200,"ication for initial or renewal of certification shall include, as determined by the Secretary: (1) A description of the current accreditation status of the OTP; (2) A description of the organizational"
d26faa929d2eeeb3,ecfr_42_part_8,8.11 § 8.11 Opioid Treatment Program certification.,1200,"ification of an OTP, and after consultation with the appropriate State authority regarding the qualifications of the applicant, the Secretary may grant the application for certification, or renew an e"
03596497f00bb0a2,ecfr_42_part_8,8.11 § 8.11 Opioid Treatment Program certification.,1200,nforcement Administration that the OTP has been determined to be qualified to provide OUD treatment under section 303(h) of the Controlled Substances Act. (d) Provisional certification. New OTPs that 
3f39729bdd40bba1,ecfr_42_part_8,8.11 § 8.11 Opioid Treatment Program certification.,1200,"tion described in this paragraph (d), unless the Secretary determines that patient health would be adversely affected by the granting of provisional certification. (e) Requirements for certification. "
3a88ed97d637d473,ecfr_42_part_8,8.11 § 8.11 Opioid Treatment Program certification.,1200,"ation (SAMHSA), by Accreditation Bodies, by the Drug Enforcement Administration (DEA), and by authorized employees of any other Federal governmental entity with legal authority to conduct inspections "
0925e9cd9e02a127,ecfr_42_part_8,8.11 § 8.11 Opioid Treatment Program certification.,1200,FR parts 160 and 164. (5) OTPs shall notify the Secretary in writing within 3 weeks of any replacement or other change in the status of the program sponsor or medical director. (6) OTPs shall comply w
9a79a4d14e7f9d80,ecfr_42_part_8,8.11 § 8.11 Opioid Treatment Program certification.,1200,atment program within a reasonable geographic area within 14 days of the time patients seek treatment for OUD; (iii) The authorization of the OTP to provide interim treatment will not otherwise reduce
2359a4f7af4adeef,ecfr_42_part_8,8.11 § 8.11 Opioid Treatment Program certification.,1200," (g) Exemptions. An OTP may, at the time of application for certification or any time thereafter, request from the Secretary exemption from the regulatory requirements set forth under this section and"
23cb1bc83d73b3b8,ecfr_42_part_8,8.11 § 8.11 Opioid Treatment Program certification.,1200,"ation units that are authorized to dispense MOUD. Before establishing a medication unit, a certified OTP must notify the Secretary by submitting form SMA-162. The OTP must also comply with the provisi"
dedd4375c156c9b7,ecfr_42_part_8,8.11 § 8.11 Opioid Treatment Program certification.,685," treatment of OUD with methadone during their stay, when such treatment is permitted under applicable Federal law. (i) The term “long-term care facility” is defined in § 8.2. Nothing in this section i"
240365c55a90479e,ecfr_42_part_8,8.12 § 8.12 Federal Opioid Use Disorder treatment standards.,1200,§ 8.12 Federal Opioid Use Disorder treatment standards. (a) General. OTPs must provide treatment in accordance with the standards in this section and must comply with these standards as a condition of
f56e3dd975a27ba9,ecfr_42_part_8,8.12 § 8.12 Federal Opioid Use Disorder treatment standards.,1200," plans that include, among other things, annual reviews of program policies and procedures and ongoing assessment of patient outcomes. (2) An OTP must maintain a current “Diversion Control Plan” or “D"
1e4d502f74dad38c,ecfr_42_part_8,8.12 § 8.12 Federal Opioid Use Disorder treatment standards.,1200,"to ensure that patients are admitted to treatment by qualified personnel who have determined, using accepted medical criteria, that: The person meets diagnostic criteria for a moderate to severe OUD; "
9bc674b1663e2f32,ecfr_42_part_8,8.12 § 8.12 Federal Opioid Use Disorder treatment standards.,1200, in writing to such treatment. (3) Withdrawal management. An OTP shall maintain current procedures that are designed to ensure that those patients who choose to taper from MOUD are provided the opport
297af712ce7eb127,ecfr_42_part_8,8.12 § 8.12 Federal Opioid Use Disorder treatment standards.,1200,"es to patients enrolled in the OTP. The program sponsor, in any event, must be able to document that these services are fully and reasonably available to patients. (2) Initial medical examination. (i)"
720f3afef3a1170d,ecfr_42_part_8,8.12 § 8.12 Federal Opioid Use Disorder treatment standards.,1200,"nation and full examination must be completed by an appropriately licensed practitioner. If the licensed practitioner is not an OTP practitioner, the screening examination must be completed no more th"
74d8b52245a352a4,ecfr_42_part_8,8.12 § 8.12 Federal Opioid Use Disorder treatment standards.,1200,"creening or full history and examination, drawn not more than 30 days prior to admission to the OTP, may form part of the full history and examination. (v) The screening and full examination may be co"
21eb92bdd1e8a0dc,ecfr_42_part_8,8.12 § 8.12 Federal Opioid Use Disorder treatment standards.,1200," schedule III medications (such as Buprenorphine) or medications not classified as a controlled medication (such as Naltrexone), audio-visual or audio only platforms may be used. The OTP practitioner "
704db52254249df3,ecfr_42_part_8,8.12 § 8.12 Federal Opioid Use Disorder treatment standards.,1200,"h services, for pregnant and postpartum patients must be provided and documented either by the OTP or by referral to appropriate healthcare practitioners. (4) Initial and periodic physical and behavio"
eb709876ac164c3a,ecfr_42_part_8,8.12 § 8.12 Federal Opioid Use Disorder treatment standards.,1200,"vocational training, and employment; and the medical and psychiatric, psychosocial, economic, legal, housing, and other recovery support services that a patient needs and wishes to pursue. The care pl"
42e2cb79a0534bbd,ecfr_42_part_8,8.12 § 8.12 Federal Opioid Use Disorder treatment standards.,1200,ic physical examination should be documented in the patient's clinical record. (5) Counseling and psychoeducational services. (i) OTPs must provide adequate substance use disorder counseling and psych
dc1d673fa140f0e1,ecfr_42_part_8,8.12 § 8.12 Federal Opioid Use Disorder treatment standards.,1200,"ived positive test results for these conditions from initial and/or periodic medical examinations. (iii) OTPs must provide directly, or through referral to adequate and reasonably accessible community"
63eedadd8e71952a,ecfr_42_part_8,8.12 § 8.12 Federal Opioid Use Disorder treatment standards.,1200,eclude distribution of legal harm reduction supplies that allow an individual to test their personal drug supply for adulteration with substances that increase the risk of overdose. (g) Recordkeeping 
4b2dc2d13397d281,ecfr_42_part_8,8.12 § 8.12 Federal Opioid Use Disorder treatment standards.,1200,"avel for work or family events, temporary relocation, or an OTP's temporary closure. If the medical director or program practitioner of the OTP in which the patient is enrolled determines that such ci"
71f88da844f0a2d0,ecfr_42_part_8,8.12 § 8.12 Federal Opioid Use Disorder treatment standards.,1200," treatment of OUD. In addition, OTPs who are fully compliant with the protocol of an investigational use of a drug and other conditions set forth in the application may administer a drug that has been"
ea75ffabbef1e8d4,ecfr_42_part_8,8.12 § 8.12 Federal Opioid Use Disorder treatment standards.,1200,"se of methadone shall be individually determined and shall include consideration of the type(s) of opioid(s) involved in the patient's opioid use disorder, other medications or substances being taken,"
c16f7861f6327bbd,ecfr_42_part_8,8.12 § 8.12 Federal Opioid Use Disorder treatment standards.,1200,"ns of use described in the approved labeling, are specifically documented in the patient's record. (i) Unsupervised or “take-home” medication doses. Unsupervised or “take-home” medication doses may be"
565d450fb07e305f,ecfr_42_part_8,8.12 § 8.12 Federal Opioid Use Disorder treatment standards.,1200,"stance use disorders, other physical or behavioral health conditions that increase the risk of patient harm as it relates to the potential for overdose, or the ability to function safely; (ii) Regular"
d0dd46de5dc35c7d,ecfr_42_part_8,8.12 § 8.12 Federal Opioid Use Disorder treatment standards.,1200,")(3)(i) through (iii) of this section do not apply to buprenorphine and buprenorphine products listed under paragraph (h)(2)(ii) of this section. (i) During the first 14 days of treatment, the take-ho"
0af4c92ee8fdfada,ecfr_42_part_8,8.12 § 8.12 Federal Opioid Use Disorder treatment standards.,1200,"ervised doses of methadone must be documented in the patient's clinical record, consistent with paragraph (g)(2) of this section. (iii) From 31 days of treatment, the take-home supply (beyond that of "
5776422259780f44,ecfr_42_part_8,8.12 § 8.12 Federal Opioid Use Disorder treatment standards.,1200,"e Poison Prevention Packaging Act, Pub. L. 91-601 (15 U.S.C. 1471 et seq. )). Programs must provide education to each patient on: Safely transporting medication from the OTP to their place of residenc"
1647e770e5272045,ecfr_42_part_8,8.12 § 8.12 Federal Opioid Use Disorder treatment standards.,1200," include, at a minimum, prioritization of pregnant patients in admitting patients to interim treatment and from interim to comprehensive treatment. Interim treatment shall be provided in a manner cons"
990f459b57f2eea6,ecfr_42_part_8,8.12 § 8.12 Federal Opioid Use Disorder treatment standards.,743,"ed to be assigned to the patient, but crisis services, including shelter support, should be available; (ii) Interim treatment cannot be provided for longer than 180 days in any 12-month period; (iii) "
9f67d247a2a008f5,ecfr_42_part_8,8.13 § 8.13 Revocation of accreditation and Accreditation Body approval.,1200,"§ 8.13 Revocation of accreditation and Accreditation Body approval. (a) The Secretary's action following revocation of accreditation. If an Accreditation Body revokes an OTP's accreditation, the Secre"
a518456df63481c3,ecfr_42_part_8,8.13 § 8.13 Revocation of accreditation and Accreditation Body approval.,851,"approval of the Accreditation Body, unless the Secretary determines that to protect public health or safety, or because the Accreditation Body fraudulently accredited treatment programs, the certifica"
0b1231f9ddfcef5f,ecfr_42_part_8,8.14 § 8.14 Suspension or revocation of certification.,1200,"§ 8.14 Suspension or revocation of certification. (a) Revocation. Except as provided in paragraph (b) of this section, the Secretary may revoke the certification of an OTP if the Secretary finds, afte"
533b4e45f22951b7,ecfr_42_part_8,8.14 § 8.14 Suspension or revocation of certification.,1200,ssion to inspect the program or the program's operations or its records. (b) Suspension. Whenever the Secretary has reason to believe that revocation may be required and that immediate action is neces
fa548d0269beea99,ecfr_42_part_8,8.14 § 8.14 Suspension or revocation of certification.,1200,ith fraud. (c) Written notification. In the event that the Secretary suspends the certification of an OTP in accordance with paragraph (b) of this section or proposes to revoke the certification of an
0e700672b2ae2dc9,ecfr_42_part_8,8.14 § 8.14 Suspension or revocation of certification.,331, subpart. (2) Suspension of certification under paragraph (b) of this section shall remain in effect until the agency determines that: (i) The basis for the suspension cannot be substantiated; (ii) Vi
543beefd9e88fbaf,ecfr_42_part_8,8.15 § 8.15 Forms.,171,§ 8.15 Forms. (a) SMA-162—Application for Certification to Use Medications for Opioid Use Disorder. (b) SMA-163—Application for Becoming an Accreditation Body under § 8.3.
c8ad58b97252cb43,ecfr_42_part_8,8.21 § 8.21 Applicability.,902,§ 8.21 Applicability. The procedures in this subpart apply when: (a) The Secretary has notified an OTP in writing that its certification under the regulations in subpart B of this part has been suspen
6684b534763e3005,ecfr_42_part_8,8.22 § 8.22 Definitions.,970,§ 8.22 Definitions. The following definitions apply to this subpart: Appellant means: (1) The OTP which has been notified of its suspension or proposed revocation of its certification under the regula
7716aabb74190fc5,ecfr_42_part_8,8.23 § 8.23 Limitation on issues subject to review.,282,"§ 8.23 Limitation on issues subject to review. The scope of this informal review shall be limited to the facts relevant to any suspension, or proposed revocation, or adverse action, the necessary inte"
cdfabf060eed1695,ecfr_42_part_8,8.24 § 8.24 Specifying who represents the parties.,337,"§ 8.24 Specifying who represents the parties. The appellant's request for an informal review shall specify the name, address, and phone number of the appellant's representative. In its first written s"
5171f56fd5b0458d,ecfr_42_part_8,8.25 § 8.25 Informal review and the reviewing official's response.,900,"§ 8.25 Informal review and the reviewing official's response. (a) Request for review. Within 30 days of the date of the notice of the suspension or proposed revocation, the appellant must submit a wri"
4dda4b12d5d19135,ecfr_42_part_8,8.26 § 8.26 Preparation of the review file and written arguments.,1200,§ 8.26 Preparation of the review file and written arguments. The appellant and the respondent each participate in developing the file for the reviewing official and in submitting written arguments. Th
bc641d37ff0353e2,ecfr_42_part_8,8.26 § 8.26 Preparation of the review file and written arguments.,1200," and brief. Within 30 days after receiving a copy of the acknowledgment of the request for review, the respondent shall submit to the reviewing official the following (with a copy to the appellant): ("
91eaaf8feca70173,ecfr_42_part_8,8.26 § 8.26 Preparation of the review file and written arguments.,327,"sive documentation. The reviewing official may take any appropriate steps to reduce excessive documentation, including the return of or refusal to consider documentation found to be irrelevant, redund"
78e24e7657c386b9,ecfr_42_part_8,8.27 § 8.27 Opportunity for oral presentation.,1200,"§ 8.27 Opportunity for oral presentation. (a) Electing oral presentation. If an opportunity for an oral presentation is desired, the appellant shall request it at the time it submits its written reque"
8a5e58de98082d08,ecfr_42_part_8,8.27 § 8.27 Opportunity for oral presentation.,1200,"ng the hearing; and any other matter that will assist in the review process. Normally, this conference will be conducted informally and off the record; however, the presiding official may, at the pres"
c030ed5344ffb1fd,ecfr_42_part_8,8.27 § 8.27 Opportunity for oral presentation.,1200,"ible, the presiding official may take all necessary steps to ensure an orderly proceeding. (2) Burden of proof/standard of proof. In all cases, the respondent bears the burden of proving by a preponde"
8697aa1bd3cf6594,ecfr_42_part_8,8.27 § 8.27 Opportunity for oral presentation.,1200,"l. The presiding official may question witnesses directly and take such other steps necessary to ensure an effective and efficient consideration of the evidence, including setting time limitations on "
a3957382005fa458,ecfr_42_part_8,8.27 § 8.27 Opportunity for oral presentation.,402,"of false statements by a witness or any other person may be the basis for a criminal prosecution under 18 U.S.C. 1001 or 1505. (g) Post-hearing procedures. At the presiding official's discretion, the "
f1dad86a20ff1b60,ecfr_42_part_8,8.28 § 8.28 Expedited procedures for review of immediate suspension.,1200,"§ 8.28 Expedited procedures for review of immediate suspension. (a) Applicability. When the Secretary notifies an OTP in writing that its certification has been immediately suspended, the appellant ma"
53643ba804329c25,ecfr_42_part_8,8.28 § 8.28 Expedited procedures for review of immediate suspension.,1200,"esentation, each party shall submit to the reviewing official the following: (1) A review file containing essential documents relevant to the review, tabbed, indexed, and organized chronologically; an"
1c9ba003541bddb5,ecfr_42_part_8,8.28 § 8.28 Expedited procedures for review of immediate suspension.,652,ing the suspension or proposed revocation and will attempt to issue the decision within 7 to 10 days of the date of the oral presentation or within 3 days of the date on which the transcript is receiv
a474355f7080d2c0,ecfr_42_part_8,8.29 § 8.29 Ex parte communications.,312,"§ 8.29 Ex parte communications. For the purposes of maintaining the equity of informal review proceedings, except for routine administrative and procedural matters or as described in §§ 8.22(2) and 8."
97e96042b0c338c8,ecfr_42_part_8,8.30 § 8.30 Transmission of written communications by reviewing official and calculation of deadlines.,807,"§ 8.30 Transmission of written communications by reviewing official and calculation of deadlines. (a) Timely review. Because of the importance of a timely review, the reviewing official should normall"
f4c69c7d75e8d46b,ecfr_42_part_8,8.31 § 8.31 Authority and responsibilities of the reviewing official.,958,"§ 8.31 Authority and responsibilities of the reviewing official. In addition to any other authority specified in this subpart, the reviewing official and the presiding official, with respect to those "
40d7d4fa9bacdbdc,ecfr_42_part_8,8.32 § 8.32 Administrative record.,339,"§ 8.32 Administrative record. The administrative record of review consists of the review file; other submissions by the parties; transcripts or other records of any meetings, conference calls, or oral"
aa851cf46e8ca342,ecfr_42_part_8,8.33 § 8.33 Written decision.,1200,"§ 8.33 Written decision. (a) Issuance of decision. The reviewing official shall issue a written decision upholding or denying the suspension, proposed revocation, or adverse action. The decision will "
2784b94245368bf9,ecfr_42_part_8,8.33 § 8.33 Written decision.,607,"OTP certification are upheld, the revocation of certification will become effective immediately and the public will be notified by publication of a notice in the Federal Register. The Secretary will n"
3cafd4f8f2f68a7a,ecfr_42_part_8,8.34 § 8.34 Court review of final administrative action; exhaustion of administrative remedies.,449,"§ 8.34 Court review of final administrative action; exhaustion of administrative remedies. Before any legal action is filed in court challenging the suspension, proposed revocation, or adverse action,"
93f2240cc52c0992,samhsa_tip_63,SAMHSA Treatment Improvement Protocol (TIP) 63 — MAT,1200,"Medications for Opioid Use Disorder For Healthcare and Addiction Professionals, Policymakers, Patients, and Families UPDATED 2021 TREATMENT IMPROVEMENT PROTOCOL T I P 6 3 Please share your thoughts ab"
0023b74f7ba1b204,samhsa_tip_63,SAMHSA Treatment Improvement Protocol (TIP) 63 — MAT,1200,"s, and families Part 2: A ddressing Opioid Use Disorder in General Medical Settings For healthcare professionals Part 3: M edications for Opioid Use Disorder For healthcare professionals Part 4: B rin"
37890b91b40b3f90,samhsa_tip_63,SAMHSA Treatment Improvement Protocol (TIP) 63 — MAT,1200,............................... ES-9 Publication Information ............................................... ES-12 PART 1: INTRODUCTION TO MEDICATIONS FOR OPIOID USE DISORDER TREATMENT The Approach to
10d20ffe3f2c9093,samhsa_tip_63,SAMHSA Treatment Improvement Protocol (TIP) 63 — MAT,1200,........................... 2-17 Resources ..............................................................2-28 Appendix ..............................................................2-32 Notes ........
8c01c62ac5850bbe,samhsa_tip_63,SAMHSA Treatment Improvement Protocol (TIP) 63 — MAT,1200,"..........3-109 PART 4: BRINGING TOGETHER ADDICTION TREATMENT COUNSELORS, CLIENTS, AND HEALTHCARE PROFESSIONALS Overview and Context ..................................................4-1 Quick Guide t"
979af3da470f11ef,samhsa_tip_63,SAMHSA Treatment Improvement Protocol (TIP) 63 — MAT,1200,"............................5-59 iii This page intentionally left blank. TIP 63 MEDICATIONS FOR OPIOID USE DISORDER Executive Summary For Healthcare and Addiction Professionals, Policymakers, Patients"
507471dddef044f6,samhsa_tip_63,SAMHSA Treatment Improvement Protocol (TIP) 63 — MAT,1200,"althcare and addiction professionals Part 5: R esources Related to Medications for Opioid Use Disorder For healthcare and addiction professionals, policymakers, patients, and families Substance Abuse "
b6bc809e4f492fba,samhsa_tip_63,SAMHSA Treatment Improvement Protocol (TIP) 63 — MAT,1200,essionals ................................................... ES-5 Part 5: Resources Related to Medications for Opioid Use Disorder .................. ES-5 Notes ......................................
4380a398b41f0d19,samhsa_tip_63,SAMHSA Treatment Improvement Protocol (TIP) 63 — MAT,1200,"hnical assistance to healthcare practitioners on implementation of these best practices. The Treatment Improvement Protocol (TIP) series contributes to SAMHSA’s mission by providing science-based, bes"
c402225fabd9f14b,samhsa_tip_63,SAMHSA Treatment Improvement Protocol (TIP) 63 — MAT,1200,ed of care and treatment of mental and substance use disorders. U.S. Department of Health and Human Services Substance Abuse and Mental Health Services Administration TIP 63 Update As a reflection of 
98f49b9433639bbf,samhsa_tip_63,SAMHSA Treatment Improvement Protocol (TIP) 63 — MAT,1200,"ns under the latest buprenorphine practice guidelines on obtaining a waiver. • Where needed, clarifying whether references to naltrexone refer to the oral formulation or the extended-release injectabl"
5f7f7bb939b676cf,samhsa_tip_63,SAMHSA Treatment Improvement Protocol (TIP) 63 — MAT,1200,"ed to treat OUD—methadone, naltrexone, and buprenorphine—and the other strategies and services needed to support recovery for people with OUD. Introduction An estimated 1.4M Our nation faces a crisis "
7d71831dbebcaf97,samhsa_tip_63,SAMHSA Treatment Improvement Protocol (TIP) 63 — MAT,1200,"tly of the OPIOID to those parts most relevant to their areas of EPIDEMIC was interest, but everyone is encouraged to read $504 Part 1 to establish a shared understanding of key facts and issues cover"
fe5d687bed18159b,samhsa_tip_63,SAMHSA Treatment Improvement Protocol (TIP) 63 — MAT,1200,upport groups or specialty treatment with or without medication. nationwide in 2019— this exceeded the # The science demonstrating the effectiveness caused by motor vehicle of medication for OUD is st
a4644d84f93eed26,samhsa_tip_63,SAMHSA Treatment Improvement Protocol (TIP) 63 — MAT,1200,ery. with exercise and diet alone. But just as it is inadvisable to deny people with diabetes the Patient-centered care empowers patients medication they need to help manage their with information tha
8434caf0357dec76,samhsa_tip_63,SAMHSA Treatment Improvement Protocol (TIP) 63 — MAT,1200,"ts recovery support services, to supplement treated in these settings should have access to treatment with medication. OUD medications. The words you use to describe OUD and an individual with OUD are"
6f5fad4219638b7d,samhsa_tip_63,SAMHSA Treatment Improvement Protocol (TIP) 63 — MAT,1200,"pled by other providers offering adjunctive addiction from 2005 to 2017.22,23. counseling, recovery coaching, mental health services, and other services that may be needed by particular patients. • Pe"
ab31541561fa07e2,samhsa_tip_63,SAMHSA Treatment Improvement Protocol (TIP) 63 — MAT,1200,"dications reduce illicit opioid use, availability, given the strong evidence of retain people in treatment, and reduce risk of effectiveness for such treatments.19 opioid overdose death better than tr"
ad2f8f8ea0fcec83,samhsa_tip_63,SAMHSA Treatment Improvement Protocol (TIP) 63 — MAT,1200,"later in this TIP. The intended audience includes: • OUD medication can be taken on a short- or long-term basis, including as part of medically • Healthcare professionals (physicians, nurse supervised"
